-DOCSTART-	O
SOCCER - JAPAN GET LUCKY WIN , CHINA IN SURPRISE DEFEAT .	O O S-LOC O O O O S-PER O O O O
Nadim Ladki	B-PER E-PER
AL-AIN , United Arab Emirates 1996-12-06	S-LOC O B-LOC I-LOC E-LOC O
Japan began the defence of their Asian Cup title with a lucky 2-1 win against Syria in a Group C championship match on Friday .	S-LOC O O O O O B-MISC E-MISC O O O O O O O S-LOC O O O O O O O O O
But China saw their luck desert them in the second match of the group , crashing to a surprise 2-0 defeat to newcomers Uzbekistan .	O S-LOC O O O O O O O O O O O O O O O O O O O O O S-LOC O
China controlled most of the match and saw several chances missed until the 78th minute when Uzbek striker Igor Shkvyrin took advantage of a misdirected defensive header to lob the ball over the advancing Chinese keeper and into an empty net .	S-LOC O O O O O O O O O O O O O O O S-MISC O B-PER E-PER O O O O O O O O O O O O O O S-MISC O O O O O O O
Oleg Shatskiku made sure of the win in injury time , hitting an unstoppable left foot shot from just outside the area .	B-PER E-PER O O O O O O O O O O O O O O O O O O O O O
The former Soviet republic was playing in an Asian Cup finals tie for the first time .	O O S-MISC O O O O O B-MISC E-MISC O O O O O O O
Despite winning the Asian Games title two years ago , Uzbekistan are in the finals as outsiders .	O O O B-MISC E-MISC O O O O O S-LOC O O O O O O O
Two goals from defensive errors in the last six minutes allowed Japan to come from behind and collect all three points from their opening meeting against Syria .	O O O O O O O O O O O S-LOC O O O O O O O O O O O O O O S-LOC O
Takuya Takagi scored the winner in the 88th minute , rising to head a Hiroshige Yanagimoto cross towards the Syrian goal which goalkeeper Salem Bitar appeared to have covered but then allowed to slip into the net .	B-PER E-PER O O O O O O O O O O O O B-PER E-PER O O O S-MISC O O O B-PER E-PER O O O O O O O O O O O O O
It was the second costly blunder by Syria in four minutes .	O O O O O O O S-LOC O O O O
Defender Hassan Abbas rose to intercept a long ball into the area in the 84th minute but only managed to divert it into the top corner of Bitar 's goal .	O B-PER E-PER O O O O O O O O O O O O O O O O O O O O O O O O S-PER O O O
