-DOCSTART-	O
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .	O O S-ORG O O O O O O O O
LONDON 1996-08-30	S-LOC O
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .	B-MISC E-MISC O B-PER E-PER O O O O O O O S-ORG O S-ORG O O O O O O O O O O O O O O O O O O O O
Their stay on top , though , may be short-lived as title rivals Essex , Derbyshire and Surrey all closed in on victory while Kent made up for lost time in their rain-affected match against Nottinghamshire .	O O O O O O O O O O O O O S-ORG O S-ORG O S-ORG O O O O O O S-ORG O O O O O O O O O O S-ORG O
After bowling Somerset out for 83 on the opening morning at Grace Road , Leicestershire extended their first innings by 94 runs before being bowled out for 296 with England discard Andy Caddick taking three for 83 .	O O S-ORG O O O O O O O O B-LOC E-LOC O S-ORG O O O O O O O O O O O O O O S-LOC O B-PER E-PER O O O O O
Trailing by 213 , Somerset got a solid start to their second innings before Simmons stepped in to bundle them out for 174 .	O O O O S-ORG O O O O O O O O O S-PER O O O O O O O O O
Essex , however , look certain to regain their top spot after Nasser Hussain and Peter Such gave them a firm grip on their match against Yorkshire at Headingley .	S-ORG O O O O O O O O O O O B-PER E-PER O B-PER E-PER O O O O O O O O O S-ORG O S-LOC O
Hussain , considered surplus to England 's one-day requirements , struck 158 , his first championship century of the season , as Essex reached 372 and took a first innings lead of 82 .	S-PER O O O O S-LOC O O O O O O O O O O O O O O O O S-ORG O O O O O O O O O O O
By the close Yorkshire had turned that into a 37-run advantage but off-spinner Such had scuttled their hopes , taking four for 24 in 48 balls and leaving them hanging on 119 for five and praying for rain .	O O O S-ORG O O O O O O O O O S-PER O O O O O O O O O O O O O O O O O O O O O O O O O
At the Oval , Surrey captain Chris Lewis , another man dumped by England , continued to silence his critics as he followed his four for 45 on Thursday with 80 not out on Friday in the match against Warwickshire .	O O S-LOC O S-ORG O B-PER E-PER O O O O O S-LOC O O O O O O O O O O O O O O O O O O O O O O O O O S-ORG O
He was well backed by England hopeful Mark Butcher who made 70 as Surrey closed on 429 for seven , a lead of 234 .	O O O O O S-LOC O B-PER E-PER O O O O S-ORG O O O O O O O O O O O
Derbyshire kept up the hunt for their first championship title since 1936 by reducing Worcestershire to 133 for five in their second innings , still 100 runs away from avoiding an innings defeat .	S-ORG O O O O O O O O O O O O O S-ORG O O O O O O O O O O O O O O O O O O O
Australian Tom Moody took six for 82 but Chris Adams , 123 , and Tim O'Gorman , 109 , took Derbyshire to 471 and a first innings lead of 233 .	S-MISC B-PER E-PER O O O O O B-PER E-PER O O O O B-PER E-PER O O O O S-ORG O O O O O O O O O O
After the frustration of seeing the opening day of their match badly affected by the weather , Kent stepped up a gear to dismiss Nottinghamshire for 214 .	O O O O O O O O O O O O O O O O O S-ORG O O O O O O S-ORG O O O
They were held up by a gritty 84 from Paul Johnson but ex-England fast bowler Martin McCague took four for 55 .	O O O O O O O O O B-PER E-PER O S-MISC O O B-PER E-PER O O O O O
By stumps Kent had reached 108 for three .	O O S-ORG O O O O O O
-DOCSTART-	O
CRICKET - ENGLISH COUNTY CHAMPIONSHIP SCORES .	O O B-MISC I-MISC E-MISC O O
LONDON 1996-08-30	S-LOC O
Result and close of play scores in English county championship matches on Friday :	O O O O O O O S-MISC O O O O O O
Leicester : Leicestershire beat Somerset by an innings and 39 runs .	S-LOC O S-ORG O S-ORG O O O O O O O
Somerset 83 and 174 ( P. Simmons 4-38 ) , Leicestershire 296 .	S-ORG O O O O B-PER E-PER O O O S-ORG O O
Leicestershire 22 points , Somerset 4 .	S-ORG O O O S-ORG O O
Chester-le-Street : Glamorgan 259 and 207 ( A. Dale 69 , H. Morris 69 ; D. Blenkiron 4-43 ) , Durham 114 ( S. Watkin 4-28 ) and 81-3 .	S-LOC O S-ORG O O O O B-PER E-PER O O B-PER E-PER O O B-PER E-PER O O O S-ORG O O B-PER E-PER O O O O O
Tunbridge Wells : Nottinghamshire 214 ( P. Johnson 84 ; M. McCague 4-55 ) , Kent 108-3 .	B-LOC E-LOC O S-ORG O O B-PER E-PER O O B-PER E-PER O O O S-ORG O O
London ( The Oval ) : Warwickshire 195 , Surrey 429-7 ( C. Lewis 80 not out , M. Butcher 70 , G. Kersey 63 , J. Ratcliffe 63 , D. Bicknell 55 ) .	S-LOC O B-LOC E-LOC O O S-ORG O O S-ORG O O B-PER E-PER O O O O B-PER E-PER O O B-PER E-PER O O B-PER E-PER O O B-PER E-PER O O O
Hove : Sussex 363 ( W. Athey 111 , V. Drakes 52 ; I. Austin 4-37 ) , Lancashire 197-8 ( W. Hegg 54 )	S-LOC O S-ORG O O B-PER E-PER O O B-PER E-PER O O B-PER E-PER O O O S-ORG O O B-PER E-PER O O
Portsmouth : Middlesex 199 and 426 ( J. Pooley 111 , M. Ramprakash 108 , M. Gatting 83 ) , Hampshire 232 and 109-5 .	S-LOC O S-ORG O O O O B-PER E-PER O O B-PER E-PER O O B-PER E-PER O O O S-ORG O O O O
Chesterfield : Worcestershire 238 and 133-5 , Derbyshire 471 ( J. Adams 123 , T.O'Gorman 109 not out , K. Barnett 87 ; T. Moody 6-82 )	S-LOC O S-ORG O O O O S-ORG O O B-PER E-PER O O S-PER O O O O B-PER E-PER O O B-PER E-PER O O
Bristol : Gloucestershire 183 and 185-6 ( J. Russell 56 not out ) , Northamptonshire 190 ( K. Curran 52 ; A. Smith 5-68 ) .	S-LOC O S-ORG O O O O B-PER E-PER O O O O O S-ORG O O B-PER E-PER O O B-PER E-PER O O O
-DOCSTART-	O
CRICKET - 1997 ASHES INTINERARY .	O O O S-MISC O O
LONDON 1996-08-30	S-LOC O
Australia will defend the Ashes in	S-LOC O O O S-MISC O
a six-test series against England during a four-month tour	O O O O S-LOC O O O O
starting on May 13 next year , the Test and County Cricket Board	O O O O O O O O B-ORG I-ORG I-ORG I-ORG E-ORG
said on Friday .	O O O O
Australia will also play three one-day internationals and	S-LOC O O O O O O O
four one-day warm-up matches at the start of the tour .	O O O O O O O O O O O
The tourists will play nine first-class matches against	O O O O O O O O
English county sides and another against British Universities ,	S-MISC O O O O O B-ORG E-ORG O
as well as one-day matches against the Minor Counties and	O O O O O O O B-ORG E-ORG O
Scotland .	S-LOC O
Tour itinerary :	O O O
May	O
May 13 Arrive in London	O O O O S-LOC
May 14 Practice at Lord 's	O O O O B-LOC E-LOC
May 15 v Duke of Norfolk 's XI ( at Arundel )	O O O B-ORG I-ORG I-ORG I-ORG E-ORG O O S-LOC O
May 17 v Northampton	O O O S-ORG
May 18 v Worcestershire	O O O S-ORG
May 20 v Durham	O O O S-ORG
May 22 First one-day international ( at Headingley ,	O O O O O O O S-LOC O
Leeds )	S-ORG O
May 24 Second one-day international ( at The Oval ,	O O O O O O O B-LOC E-LOC O
London )	S-LOC O
May 25 Third one-day international ( at Lord 's , London )	O O O O O O O B-LOC E-LOC O S-LOC O
May 27-29 v Gloucestershire or Sussex or Surrey ( three	O O O S-ORG O S-ORG O S-ORG O O
days )	O O
May 31 - June 2 v Derbyshire ( three days )	O O O O O O S-ORG O O O O
June	O
June 5-9 First test match ( at Edgbaston , Birmingham )	O O O O O O O S-LOC O S-LOC O
June 11-13 v a first class county ( to be confirmed )	O O O O O O O O O O O O
June 14-16 v Leicestershire ( three days )	O O O S-ORG O O O O
June 19-23 Second test ( at Lord 's )	O O O O O O B-LOC E-LOC O
June 25-27 v British Universities ( at Oxford , three days )	O O O B-ORG E-ORG O O S-LOC O O O O
June 28-30 v Hampshire ( three days )	O O O S-ORG O O O O
July	O
July 3-7 Third test ( at Old Trafford , Manchester )	O O O O O O B-LOC E-LOC O S-LOC O
July 9 v Minor Counties XI	O O O B-ORG I-ORG E-ORG
July 12 v Scotland	O O O S-LOC
July 16-18 v Glamorgan ( three days )	O O O S-ORG O O O O
July 19-21 v Middlesex ( three days )	O O O S-ORG O O O O
July 24-28 Fourth test ( at Headingley )	O O O O O O S-LOC O
August	O
August 1-4 v Somerset ( four days )	O O O S-ORG O O O O
August 7-11 Fifth test ( at Trent Bridge , Nottingham )	O O O O O O B-LOC E-LOC O S-LOC O
August 16-18 v Kent ( three days )	O O O S-ORG O O O O
August 21-25 Sixth test ( at The Oval , London ) .	O O O O O O B-LOC E-LOC O S-LOC O O
-DOCSTART-	O
SOCCER - SHEARER NAMED AS ENGLAND CAPTAIN .	O O S-PER O O S-LOC O O
LONDON 1996-08-30	S-LOC O
The world 's costliest footballer Alan Shearer was named as the new England captain on Friday .	O O O O O B-PER E-PER O O O O O S-LOC O O O O
The 26-year-old , who joined Newcastle for 15 million pounds sterling ( $ 23.4 million ) , takes over from Tony Adams , who led the side during the European championship in June , and former captain David Platt .	O O O O O S-ORG O O O O O O O O O O O O O O B-PER E-PER O O O O O O O S-MISC O O O O O O O B-PER E-PER O
Adams and Platt are both injured and will miss England 's opening World Cup qualifier against Moldova on Sunday .	S-PER O S-PER O O O O O O S-LOC O O B-MISC E-MISC O O S-LOC O O O
Shearer takes the captaincy on a trial basis , but new coach Glenn Hoddle said he saw no reason why the former Blackburn and Southampton skipper should not make the post his own .	S-PER O O O O O O O O O O O B-PER E-PER O O O O O O O O S-ORG O S-ORG O O O O O O O O O
" I 'm sure there wo n't be a problem , I 'm sure Alan is the man for the job , " Hoddle said .	O O O O O O O O O O O O O O S-PER O O O O O O O O S-PER O O
" There were three or four people who could have done it but when I spoke to Alan he was up for it and really wanted it .	O O O O O O O O O O O O O O O O O S-PER O O O O O O O O O O
" In four days it 's very difficult to come to a 100 percent conclusion about something like this ...	O O O O O O O O O O O O O O O O O O O O
but he knows how to conduct himself , his team mates respect him and he knows about the team situation even though he plays up front . "	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Shearer 's Euro 96 striking partner Teddy Sheringham withdrew from the squad with an injury on Friday .	S-PER O B-MISC E-MISC O O B-PER E-PER O O O O O O O O O O
He will probably be replaced by Shearer 's Newcastle team mate Les Ferdinand .	O O O O O O S-PER O S-ORG O O B-PER E-PER O
-DOCSTART-	O
BASKETBALL - INTERNATIONAL TOURNAMENT RESULT .	O O O O O O
BELGRADE 1996-08-30	S-LOC O
Result in an international	O O O O
basketball tournament on Friday :	O O O O O
Red Star ( Yugoslavia ) beat Dinamo ( Russia ) 92-90 ( halftime	B-ORG E-ORG O S-LOC O O S-ORG O S-LOC O O O O
47-47 )	O O
-DOCSTART-	O
SOCCER - ROMANIA BEAT LITHUANIA IN UNDER-21 MATCH .	O O S-LOC O S-LOC O O O O
BUCHAREST 1996-08-30	S-LOC O
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .	S-LOC O S-LOC O O O O O O O S-MISC O O O O O O
Scorers :	O O
Romania - Cosmin Contra ( 31st ) , Mihai Tararache ( 75th )	S-LOC O B-PER E-PER O O O O B-PER E-PER O O O
Lithuania - Danius Gleveckas ( 13rd )	S-LOC O B-PER E-PER O O O
Attendance : 200	O O O
-DOCSTART-	O
SOCCER - ROTOR FANS LOCKED OUT AFTER VOLGOGRAD VIOLENCE .	O O S-ORG O O O O S-LOC O O
MOSCOW 1996-08-30	S-LOC O
Rotor Volgograd must play their next home game behind closed doors after fans hurled bottles and stones at Dynamo Moscow players during a 1-0 home defeat on Saturday that ended Rotor 's brief spell as league leaders .	B-ORG E-ORG O O O O O O O O O O O O O O O O B-ORG E-ORG O O O O O O O O O O S-ORG O O O O O O O
The head of the Russian league 's disciplinary committee , Anatoly Gorokhovsky , said on Friday that Rotor would play Lada Togliatti to empty stands on September 3 .	O O O O S-MISC O O O O O B-PER E-PER O O O O O S-ORG O O B-ORG E-ORG O O O O O O O
The club , who put Manchester United out of last year 's UEFA Cup , were fined $ 1,000 .	O O O O O B-ORG E-ORG O O O O O B-MISC E-MISC O O O O O O
Despite the defeat , Rotor are well placed with 11 games to play in the championship .	O O O O S-ORG O O O O O O O O O O O O
Lying three points behind Alania and two behind Dynamo Moscow , the Volgograd side have a game in hand over the leaders and two over the Moscow club .	O O O O S-ORG O O O B-ORG E-ORG O O S-LOC O O O O O O O O O O O O O S-LOC O O
-DOCSTART-	O
BOXING - PANAMA 'S ROBERTO DURAN FIGHTS THE SANDS OF TIME .	O O S-LOC O B-PER E-PER O O O O O O
PANAMA CITY 1996-08-30	B-LOC E-LOC O
Panamanian boxing legend Roberto " Hands of Stone " Duran climbs into the ring on Saturday in another age-defying attempt to sustain his long career .	S-MISC O O B-PER I-PER I-PER I-PER I-PER I-PER E-PER O O O O O O O O O O O O O O O O
Duran , 45 , takes on little-known Mexican Ariel Cruz , 30 , in a super middleweight non-title bout in Panama City .	S-PER O O O O O O S-MISC B-PER E-PER O O O O O O O O O O B-LOC E-LOC O
The fight , Duran 's first on home soil for 10 years , is being billed here as the " Return of the Legend " and Duran still talks as if he was in his prime .	O O O S-PER O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC E-MISC O O S-PER O O O O O O O O O O
