献哈达是哪个民族的习俗？拜托各位了3q	藏人献哈达带脖子上，蒙古人献哈达从来都是用双手接的，带脖子上是诅咒	0
康熙的名字叫什么？	康熙帝名玄烨，这是许多人都知道的。可是康熙为什么叫玄烨，或者“玄烨”二字有什么含义，似乎鲜有人问及。读高中时，历史老师提到康熙皇帝名玄烨，当时就感觉这名字起得玄，多少年来一直都这么觉得。	1
漫画妖精的尾巴的作者是谁？	荣获第60届讲谈社新人漫画奖代表作品：《rave》（圣石小子），《fairytail》（妖精的尾巴）	0
《变形金刚》里反派的名称是什么啊	2006年，《变形金刚》进入拍摄阶段，在解决了一系列技术难题后，剧组终于有时间来寻找一下片中的几位真人演员。此时梅根已经在一部名为《希望与信念》的电视剧中担任主演，电视剧也开始受到观众的关注。尽管表演经验并不十分丰富，但制片公司需要的也不过是美丽而新鲜的面孔和养眼的身材，让观众在横行的机器人丛林中“偶尔放松一下”。虽然这种商业片大俗套让不少“变形金刚”爱好者嗤之以鼻，但无疑能搭上《变形金刚》这班车的这位女演员将会成为今年最幸运的演员之一，她将会获得难以想象的曝光率，即使只是个实际无关轻重的配角。最终，梅根从无数报名者中脱颖而出，影片上映后即使是最狂热的“变形金刚”爱好者也偶尔会问：“那个趴在发动机上修车的女孩是谁啊？”对于梅根来说，她已经获得了无数演员终其一生也无法获得的关注度，接下来只要细心选择几个新片，再加上似乎已经进入正轨的《变形金刚2》，她成名在望了。	0
金鱼的故乡是:	"“金鱼(backdoor.goldfish)”病毒：警惕程度★★★，后门病毒，主要通过局域网进行传播，依赖系统:win9x/nt/2000/xp。<e>病毒运行后会将自己复制到sysdir目录下，并命名为""taskcfg.exe""，然后在system目录下新建一个文件夹“ime”，并将自己复制多份到该目录。"	0
榆林属于哪个省	榆林市位于陕西省的最北部，在陕北黄土高原和毛乌素沙地南缘的交界处，也是黄土高原和内蒙古高原的过渡区，是国家级历史文化名城。	1
世界上能开花的植物成千上万，那么你知道最小的开花植物是什么吗？	答：不开花的孢子植物虽没有种子，但它可以通过向空中释放成千上万个活性小颗粒——孢子来繁衍后代。	0
南京红山路一带属于那个区？	红山路红山酒家，不实在，最好的就是二桥食府，档次中上，价格中等。	0
以色列最大的城市是什么	以色列最大的城市是耶路撒冷，自1975年起，超过特拉维夫，成为以色列最大的城市。	1
“大禹治水”主要治理的是：	太原盆地西北的系舟山传说因大禹治水在此系舟而得名。河津县城西北处的黄河峡谷，传说是禹凿龙门的遗迹，故名“禹门口”。《墨子·兼爱中》云：“古者禹治天下，西为西河渔窦，以泄渠孙皇之水。北为防原派注，后之邸、滹池之窦；洒为底柱，凿为龙门，以利燕代、胡貉与西河之民。”据学者考证，后之邸即昭余祁，滹池即滹沱河，皆在山西境内。西河即晋、秦交界处一段黄河的古称，龙门就是凿在这段河床上。传说大禹凿龙门之后，过中条山来到今芮城县，曾在一棵古柏下休息，然后渡河宿于河南的禹店村。芮城县城东南5公里临河处有一村叫神柏峪，此处的渡口就称大禹渡。平陆县与河南三门峡市之间的黄河上有一处地段叫三门峡，传说三门原是一挡在河床上的巨石，导致两岸洪水泛滥，大禹遂凿之为三，水行其间，从南往北称鬼、神、人三门。由此看来，大禹治理的重点是黄河中游及其支流汾、渭、涑水、泾、洛、漳等，主要是把一地区的洪水归人诸支流，然后经黄河东流人海。	1
绿山墙的安妮作者是?	查看同主题问题：全文<e>等待您来回答1回答5绿山墙的安妮全文.0回答管管的《放星的人》读后感.0回答《格列佛游记》中为什么利立浦特要将最尊贵的爵位给“我”.1回答一篇发表在80后的文章，说的是褒姒的故事里面有朵用褒姒思念浇灌开的....0回答人们怎样赞美杨子荣.1回答绿山墙的安妮的好句.1回答5一次成功的实验读后感急用有吗？？？？？？？？？？？？？？？？.1回答1.小人国是以什么来选拔官员？他第4次是来到什么国？2.格列佛游记（....更多等待您来回答的问题>>其他回答共2条	0
世界田径锦标赛是在每届奥运会后第几年举办？	自1956年墨尔本奥运会起,较为正式的世界性体育科学大会均于每届奥运会前在奥运会举办国举行,这种做法逐渐成为惯例。	0
